Category,Subcategory,Region,State,Date,Product Name,Product ID,Sales,Profit,Discount,Size,Available Quantity,Sold Quantity,Color
Shoes,Loafers,South,Illinois,2022-06-13,Shoes Loafers,6206,251.02,48.63,35.94,S,682,867,Red
Clothes,Pajamas,East,Florida,2023-03-05,Clothes Pajamas,9499,435.46,106.67,77.66,L,621,900,Blue
Shoes,Cycling Shoes,North,New York,2023-10-13,Shoes Cycling Shoes,3777,186.24,39.74,28.77,M,641,943,White
Accessories,Ties,East,California,2022-09-10,Accessories Ties,7265,341.48,45.43,33.13,M,616,1057,Purple
Clothes,Jeans,North,Michigan,2023-10-15,Clothes Jeans,9786,227.62,47.66,21.18,S,567,992,Pink
Clothes,Shirts,East,Florida,2023-07-23,Clothes Shirts,3782,461.08,129.97,53.52,S,647,991,Orange
Clothes,Skirts,North,New York,2022-05-23,Clothes Skirts,3872,415.23,57.45,55.38,XL,643,832,Red
Accessories,Watches,South,Illinois,2023-01-21,Accessories Watches,8850,241.28,64.82,16.73,XL,501,847,Blue
Accessories,Gloves,North,Georgia,2022-03-01,Accessories Gloves,4584,207.42,43.82,12.06,XL,597,905,Purple
Accessories,Necklaces,West,Michigan,2022-03-19,Accessories Necklaces,1487,397.37,41.07,32.36,M,513,933,Pink
Accessories,Necklaces,North,Pennsylvania,2023-09-21,Accessories Necklaces,9152,223.7,33.66,30.68,L,510,1045,Orange
Shoes,Flats,West,New York,2022-11-09,Shoes Flats,8718,157.8,23.26,30.08,L,630,1043,Yellow
Accessories,Socks,East,North Carolina,2022-10-19,Accessories Socks,5714,367.17,108.19,34.97,S,601,1077,Black
Clothes,Hoodies,East,North Carolina,2022-04-16,Clothes Hoodies,6509,384.95,69.01,75.17,XL,560,1100,Blue
Shoes,Basketball Shoes,East,New York,2022-03-22,Shoes Basketball Shoes,5003,145.46,32.86,12.15,L,628,865,Pink
Clothes,Sweaters,South,Michigan,2022-12-06,Clothes Sweaters,4354,178.1,25.41,35.03,XL,678,1031,Red
Shoes,Sneakers,South,Georgia,2022-11-07,Shoes Sneakers,4921,331.89,45.07,23.5,L,580,826,Gray
Accessories,Socks,South,Illinois,2023-01-18,Accessories Socks,4948,166.53,28.16,13.95,L,623,862,Yellow
Shoes,Boots,West,Texas,2022-06-28,Shoes Boots,1943,445.39,99.13,67.47,L,579,1024,Purple
Shoes,Skate Shoes,East,Florida,2023-10-03,Shoes Skate Shoes,5416,400.11,97.17,52.39,XL,556,1063,Orange
Shoes,Heels,West,California,2023-01-10,Shoes Heels,5239,447.2,112.99,69.23,XL,570,877,Blue
Accessories,Socks,South,Ohio,2022-02-09,Accessories Socks,3537,157.03,33.99,23.46,M,684,1041,White
Accessories,Scarves,South,Pennsylvania,2022-09-02,Accessories Scarves,8068,497.81,126.75,51.26,S,535,1021,Green
Shoes,Soccer Shoes,North,Illinois,2022-09-19,Shoes Soccer Shoes,1291,31.26,8.56,1.89,L,623,988,Green
Accessories,Keychains,East,Ohio,2022-01-05,Accessories Keychains,5051,47.52,13.53,4.13,M,550,1054,Yellow
Clothes,Suits,East,California,2023-02-25,Clothes Suits,8492,486.76,117.7,50.45,XL,606,1036,Green
Shoes,Heels,South,Michigan,2022-08-07,Shoes Heels,8536,464.84,103.56,25.61,XL,563,950,Gray
Clothes,Shirts,North,North Carolina,2023-01-05,Clothes Shirts,3739,497.01,108.89,93.36,L,633,1095,Gray
Clothes,Hoodies,East,California,2023-03-16,Clothes Hoodies,4775,127.23,21.78,19.34,L,689,884,Red
Clothes,Sweaters,North,North Carolina,2022-03-04,Clothes Sweaters,9925,142.74,39.86,23.01,L,551,864,Gray
Shoes,Soccer Shoes,West,Texas,2023-06-07,Shoes Soccer Shoes,6146,189.85,53.78,29.37,L,623,831,Pink
Accessories,Scarves,South,Texas,2022-08-10,Accessories Scarves,4227,326.65,62.52,43.37,XL,634,959,Green
Shoes,Sneakers,West,New York,2022-12-13,Shoes Sneakers,9191,307.22,31.64,35.09,M,551,1067,Gray
Clothes,Sweaters,East,Michigan,2023-12-16,Clothes Sweaters,2368,199.93,23.51,15.14,M,507,833,Black
Clothes,Shorts,West,North Carolina,2023-10-08,Clothes Shorts,6868,372.54,52.75,27.53,S,540,914,Blue
Accessories,Jewelry,South,Illinois,2022-04-12,Accessories Jewelry,3895,236.05,31.64,43.51,L,648,963,Gray
Clothes,Leggings,South,Florida,2022-09-09,Clothes Leggings,7550,476.52,86.37,24.36,L,566,901,Black
Accessories,Keychains,North,Pennsylvania,2023-07-05,Accessories Keychains,8967,70.0,11.35,5.32,S,609,860,Black
Shoes,Loafers,East,North Carolina,2022-08-21,Shoes Loafers,6569,16.45,2.17,2.88,M,643,850,Orange
Shoes,Golf Shoes,North,Florida,2023-11-24,Shoes Golf Shoes,6534,81.2,10.2,14.04,S,524,881,White
Accessories,Ties,South,Ohio,2022-08-30,Accessories Ties,6321,417.17,88.24,74.38,L,696,1069,Green
Shoes,Skate Shoes,West,Illinois,2023-07-31,Shoes Skate Shoes,4871,432.22,45.24,32.88,XL,522,864,White
Accessories,Bags,West,Illinois,2023-09-23,Accessories Bags,7233,405.63,42.45,31.06,L,607,823,Green
Clothes,Shorts,East,Texas,2022-02-15,Clothes Shorts,2109,381.58,99.65,57.07,S,578,842,Red
Clothes,Skirts,East,Florida,2022-01-14,Clothes Skirts,9082,492.66,122.48,57.36,XL,644,923,Gray
Clothes,Hoodies,East,New York,2022-03-28,Clothes Hoodies,1942,106.58,11.93,11.7,XL,688,918,Gray
Clothes,Trousers,North,Florida,2022-06-23,Clothes Trousers,9309,431.19,91.33,22.42,XL,674,800,Blue
Shoes,Boots,South,New York,2023-05-28,Shoes Boots,1114,434.97,101.83,22.57,XL,665,854,Red
Clothes,Underwear,West,Illinois,2023-09-15,Clothes Underwear,2366,74.6,22.09,9.37,M,677,917,Blue
Clothes,Jeans,South,Michigan,2023-08-22,Clothes Jeans,8464,392.16,87.19,49.67,M,589,857,Gray
Shoes,Boots,West,Ohio,2022-10-07,Shoes Boots,6411,195.92,45.16,13.07,L,635,863,Blue
Clothes,Blouses,West,New York,2022-07-26,Clothes Blouses,1435,162.91,27.35,12.71,L,583,1097,White
Accessories,Belts,East,Michigan,2022-11-04,Accessories Belts,6236,173.27,44.96,11.12,M,520,864,Green
Accessories,Keychains,North,Texas,2023-02-01,Accessories Keychains,2451,380.88,46.6,20.92,S,648,1087,Yellow
Shoes,Slippers,North,Texas,2023-02-15,Shoes Slippers,1015,391.41,88.66,66.63,L,631,887,Black
Shoes,Flats,North,Illinois,2023-11-19,Shoes Flats,9286,205.92,40.09,32.23,M,573,1008,Black
Clothes,Skirts,South,New York,2023-02-11,Clothes Skirts,7340,405.18,103.51,50.68,XL,529,1065,White
Shoes,Cycling Shoes,East,Texas,2023-06-16,Shoes Cycling Shoes,2945,487.39,74.28,82.56,S,590,889,Gray
Clothes,Dresses,South,Georgia,2022-05-24,Clothes Dresses,7792,362.94,66.58,63.02,S,620,838,Blue
Accessories,Keychains,South,Pennsylvania,2023-10-26,Accessories Keychains,8806,148.65,28.61,26.57,M,508,1092,White
Clothes,Sweaters,South,Texas,2022-02-19,Clothes Sweaters,3964,48.83,6.9,4.24,XL,592,916,Orange
Clothes,Jackets,West,Texas,2022-09-03,Clothes Jackets,2027,228.68,65.42,17.15,M,546,840,Orange
Clothes,Underwear,East,Texas,2022-09-19,Clothes Underwear,3205,242.79,65.68,29.44,S,681,1096,Green
Accessories,Belts,North,Illinois,2022-02-06,Accessories Belts,6263,83.04,21.17,12.29,M,509,1081,Blue
Shoes,Heels,East,Illinois,2023-01-06,Shoes Heels,4997,286.93,37.52,36.08,L,514,961,Black
Clothes,Hoodies,West,Michigan,2022-07-31,Clothes Hoodies,6973,478.5,94.54,33.87,S,700,883,Orange
Clothes,Dresses,East,North Carolina,2023-08-04,Clothes Dresses,5728,398.35,51.87,72.56,S,681,890,Pink
Clothes,Hoodies,South,Texas,2022-07-27,Clothes Hoodies,9348,470.49,88.71,75.35,XL,690,867,White
Clothes,Jackets,South,New York,2023-10-29,Clothes Jackets,7439,233.63,67.74,24.53,L,569,872,Pink
Shoes,Flats,East,Illinois,2022-09-15,Shoes Flats,3051,22.04,2.99,2.79,M,545,842,Black
Accessories,Scarves,West,Florida,2023-03-01,Accessories Scarves,6416,196.63,39.68,28.2,XL,644,1004,Yellow
Accessories,Necklaces,West,Michigan,2023-07-12,Accessories Necklaces,3063,482.4,57.45,67.84,M,525,921,Blue
Shoes,Hiking Boots,North,Florida,2022-04-15,Shoes Hiking Boots,5276,415.05,95.76,66.43,L,576,855,Red
Shoes,Tennis Shoes,South,Texas,2022-01-13,Shoes Tennis Shoes,7616,110.65,22.91,17.95,S,684,850,Gray
Clothes,Coats,South,Texas,2022-04-02,Clothes Coats,3023,197.24,33.77,22.54,M,525,1062,Pink
Accessories,Umbrellas,South,Michigan,2023-03-21,Accessories Umbrellas,7227,184.62,25.36,11.94,S,515,961,Yellow
Shoes,Hiking Boots,West,California,2023-03-25,Shoes Hiking Boots,8040,413.43,107.02,66.32,XL,603,1046,Red
Accessories,Sunglasses,North,Ohio,2023-06-16,Accessories Sunglasses,7434,207.1,28.17,15.23,L,543,982,Yellow
Accessories,Belts,West,Michigan,2022-12-14,Accessories Belts,6357,52.85,6.63,8.53,M,649,822,Pink
Shoes,Hiking Boots,East,New York,2023-05-21,Shoes Hiking Boots,4419,372.35,47.44,42.6,S,608,1009,Gray
Shoes,Running Shoes,North,Georgia,2022-11-20,Shoes Running Shoes,1327,24.22,3.05,3.24,XL,555,1059,White
Clothes,Suits,West,Texas,2023-02-13,Clothes Suits,1720,414.34,43.0,81.16,L,624,938,Gray
Shoes,Golf Shoes,West,California,2022-01-01,Shoes Golf Shoes,1172,12.57,2.93,1.84,S,686,983,White
Shoes,Golf Shoes,South,Texas,2022-03-27,Shoes Golf Shoes,2795,87.4,13.27,9.49,M,655,1049,Red
Accessories,Necklaces,West,Pennsylvania,2023-10-07,Accessories Necklaces,7713,246.09,28.02,39.22,S,679,800,Orange
Accessories,Sunglasses,North,New York,2023-07-23,Accessories Sunglasses,2896,210.81,41.24,26.55,XL,692,867,Green
Clothes,Jackets,West,Florida,2023-10-03,Clothes Jackets,6834,172.42,33.7,31.04,XL,636,960,Yellow
Clothes,Blouses,North,Illinois,2023-05-21,Clothes Blouses,3661,99.59,15.6,6.18,XL,646,1002,White
Clothes,Trousers,South,North Carolina,2023-12-09,Clothes Trousers,5858,110.54,17.68,11.56,S,544,884,White
Clothes,Shirts,West,Georgia,2023-12-05,Clothes Shirts,3941,124.38,13.28,17.45,XL,598,993,Pink
Accessories,Gloves,North,Georgia,2023-03-17,Accessories Gloves,2156,170.99,37.24,16.0,XL,509,807,Pink
Clothes,Sweaters,South,Florida,2022-02-10,Clothes Sweaters,2185,477.5,125.25,28.5,XL,603,842,Gray
Clothes,Jackets,East,Ohio,2022-12-22,Clothes Jackets,3356,81.23,9.28,4.97,L,538,1030,Purple
Clothes,Hoodies,East,Ohio,2022-07-04,Clothes Hoodies,4489,141.52,37.81,14.5,M,544,889,Green
Accessories,Ties,South,Illinois,2022-09-12,Accessories Ties,1308,420.03,88.82,38.76,XL,679,919,Black
Clothes,Jackets,East,Illinois,2022-10-24,Clothes Jackets,6354,449.33,114.44,32.29,S,587,868,Blue
Accessories,Socks,East,Pennsylvania,2023-07-30,Accessories Socks,7880,443.72,69.38,64.51,M,502,858,Blue
Accessories,Hats,West,Illinois,2022-05-17,Accessories Hats,7813,480.41,109.92,51.53,L,573,1010,White
Accessories,Watches,South,North Carolina,2023-02-07,Accessories Watches,3409,79.25,18.84,11.35,M,612,890,Yellow
Shoes,Flats,South,Ohio,2022-12-27,Shoes Flats,8178,346.09,96.68,49.49,M,674,817,Pink
Shoes,Hiking Boots,South,Pennsylvania,2022-03-03,Shoes Hiking Boots,6508,68.54,11.3,13.07,S,695,1063,Black
Accessories,Necklaces,North,New York,2022-03-13,Accessories Necklaces,5795,267.69,78.48,36.38,M,512,806,Blue
Shoes,Golf Shoes,South,California,2023-07-13,Shoes Golf Shoes,6205,167.77,17.69,21.92,M,585,856,Gray
Shoes,Cycling Shoes,North,North Carolina,2023-05-10,Shoes Cycling Shoes,2279,287.73,55.15,50.05,M,632,1028,White
Accessories,Gloves,South,Georgia,2022-06-10,Accessories Gloves,3683,336.58,67.87,52.93,S,666,800,Green
Shoes,Hiking Boots,South,Pennsylvania,2022-08-21,Shoes Hiking Boots,4261,12.1,3.28,1.6,XL,572,942,Black
Shoes,Sneakers,West,Michigan,2022-02-17,Shoes Sneakers,9966,268.02,29.05,49.95,S,553,803,Orange
Shoes,Basketball Shoes,North,Michigan,2022-04-15,Shoes Basketball Shoes,6623,431.7,115.75,80.92,M,628,990,Orange
Shoes,Golf Shoes,East,California,2023-05-02,Shoes Golf Shoes,1816,179.56,51.76,14.5,L,531,980,Yellow
Shoes,Cycling Shoes,North,Illinois,2023-10-06,Shoes Cycling Shoes,7908,497.24,145.32,43.85,L,554,815,Green
Clothes,Blouses,South,Pennsylvania,2023-08-19,Clothes Blouses,2640,420.81,64.15,70.94,L,590,834,Orange
Accessories,Bags,North,New York,2022-03-08,Accessories Bags,9564,190.23,28.9,24.54,M,653,804,Orange
Clothes,Jeans,South,New York,2022-04-10,Clothes Jeans,5144,224.15,44.36,27.26,S,522,1037,White
Accessories,Hats,North,Pennsylvania,2023-06-07,Accessories Hats,2321,329.4,57.58,42.07,M,584,865,Blue
Accessories,Wallets,West,New York,2022-11-22,Accessories Wallets,2810,117.73,28.18,7.7,S,644,1026,Blue
Shoes,Skate Shoes,East,North Carolina,2023-06-25,Shoes Skate Shoes,9535,280.61,67.33,26.91,S,552,805,Green
Accessories,Scarves,South,Pennsylvania,2022-08-16,Accessories Scarves,3498,207.1,38.3,37.97,M,627,848,Pink
Clothes,Jeans,East,Michigan,2023-03-31,Clothes Jeans,8605,448.23,62.47,55.75,L,641,917,Green
Accessories,Headbands,South,Florida,2023-12-11,Accessories Headbands,7376,125.14,24.77,8.63,L,532,1051,Purple
Accessories,Necklaces,North,North Carolina,2022-05-14,Accessories Necklaces,3005,281.81,61.89,18.64,XL,614,1002,Blue
Accessories,Hats,North,Florida,2023-04-09,Accessories Hats,4578,121.47,25.61,7.76,L,553,1045,Red
Shoes,Hiking Boots,West,New York,2023-02-20,Shoes Hiking Boots,1899,353.25,71.57,58.2,M,561,960,Blue
Clothes,Jeans,East,Illinois,2023-11-11,Clothes Jeans,3436,327.82,62.15,49.84,XL,659,885,Red
Shoes,Loafers,East,Ohio,2023-08-13,Shoes Loafers,1579,289.86,46.56,28.61,XL,687,852,Black
Accessories,Sunglasses,West,Pennsylvania,2022-09-29,Accessories Sunglasses,9940,280.28,46.68,52.33,L,673,910,White
Clothes,Coats,West,California,2023-05-12,Clothes Coats,4341,84.8,24.17,9.15,L,658,959,Red
Clothes,Skirts,West,Texas,2022-11-01,Clothes Skirts,4390,241.43,64.83,18.86,L,693,824,Orange
Shoes,Sneakers,West,Ohio,2023-11-28,Shoes Sneakers,6824,260.91,32.98,18.82,M,617,1062,Gray
Shoes,Golf Shoes,South,North Carolina,2022-07-07,Shoes Golf Shoes,2502,58.79,8.61,8.65,M,639,999,Orange
Clothes,Skirts,South,Georgia,2022-05-07,Clothes Skirts,2897,262.09,34.95,39.36,S,667,834,Blue
Shoes,Hiking Boots,North,Illinois,2022-02-24,Shoes Hiking Boots,6402,376.29,63.42,59.59,L,607,957,Orange
Shoes,Heels,East,Texas,2022-06-05,Shoes Heels,9350,125.61,18.47,20.76,M,571,891,Orange
Shoes,Running Shoes,West,Florida,2023-03-29,Shoes Running Shoes,9283,345.24,93.28,62.92,S,618,839,Gray
Shoes,Heels,South,Texas,2023-01-29,Shoes Heels,8261,265.37,29.6,30.53,M,549,875,Yellow
Shoes,Running Shoes,East,Texas,2022-04-08,Shoes Running Shoes,4332,325.2,76.34,17.65,L,660,853,Pink
Shoes,Boots,North,North Carolina,2022-06-16,Shoes Boots,6956,388.69,79.29,35.18,S,537,964,Green
Accessories,Socks,East,Florida,2023-03-30,Accessories Socks,2612,376.36,44.77,61.27,S,615,837,Pink
Accessories,Umbrellas,North,Michigan,2022-12-12,Accessories Umbrellas,8941,185.46,55.3,29.1,XL,590,1054,Purple
Clothes,Underwear,West,Ohio,2022-09-07,Clothes Underwear,7048,404.7,113.56,62.42,M,696,975,Orange
Shoes,Slippers,West,Florida,2023-10-27,Shoes Slippers,1434,101.75,14.63,10.91,L,700,1006,Pink
Shoes,Soccer Shoes,East,Pennsylvania,2022-06-25,Shoes Soccer Shoes,5278,427.88,50.89,63.62,L,652,938,Pink
Clothes,Shorts,South,Florida,2023-05-05,Clothes Shorts,2045,409.01,90.42,38.52,S,581,849,Yellow
Accessories,Wallets,North,New York,2023-06-01,Accessories Wallets,8221,168.48,27.5,31.73,L,682,817,Red
Shoes,Sneakers,East,Michigan,2023-11-09,Shoes Sneakers,8361,228.3,56.42,20.05,S,537,947,Red
Shoes,Basketball Shoes,North,Ohio,2022-02-25,Shoes Basketball Shoes,2867,268.3,69.25,21.31,XL,559,920,Orange
Clothes,Underwear,South,New York,2023-01-03,Clothes Underwear,6165,253.84,60.86,43.45,S,548,1078,Blue
Shoes,Tennis Shoes,North,Texas,2022-01-15,Shoes Tennis Shoes,4749,209.33,57.9,12.46,L,620,857,Purple
Accessories,Jewelry,East,Ohio,2022-08-25,Accessories Jewelry,5307,92.81,14.78,14.42,S,669,831,Blue
Shoes,Running Shoes,South,North Carolina,2023-08-29,Shoes Running Shoes,2280,325.37,70.74,44.61,M,596,1003,White
Clothes,Skirts,West,New York,2023-05-18,Clothes Skirts,5203,341.66,49.45,50.98,XL,685,1065,Gray
Clothes,Shorts,North,Florida,2023-02-05,Clothes Shorts,9076,436.75,120.11,37.64,S,516,923,Black
Accessories,Headbands,West,North Carolina,2023-10-09,Accessories Headbands,3803,165.77,45.05,32.87,L,651,1033,White
Clothes,Jeans,West,Pennsylvania,2023-08-17,Clothes Jeans,1338,475.03,114.3,57.79,L,559,978,Yellow
Accessories,Gloves,North,Michigan,2022-06-08,Accessories Gloves,3346,483.84,80.84,86.77,M,698,871,Gray
Shoes,Tennis Shoes,South,Texas,2023-08-11,Shoes Tennis Shoes,1871,414.41,117.1,60.8,S,550,929,Yellow
Accessories,Wallets,West,Pennsylvania,2022-07-08,Accessories Wallets,4355,434.72,94.93,45.45,XL,523,800,Pink
Accessories,Hats,South,Georgia,2023-01-02,Accessories Hats,1609,197.59,58.87,17.13,L,623,908,Pink
Accessories,Gloves,South,Ohio,2022-09-23,Accessories Gloves,6844,393.43,87.66,65.81,M,594,908,Pink
Accessories,Keychains,East,Pennsylvania,2022-06-23,Accessories Keychains,1222,391.74,66.04,41.64,M,552,920,Gray
Clothes,Coats,East,North Carolina,2023-10-03,Clothes Coats,5864,431.35,98.12,75.21,S,536,1042,Red
Shoes,Boots,East,Illinois,2023-08-19,Shoes Boots,9521,162.23,25.1,32.17,M,644,932,White
Clothes,Jackets,South,Georgia,2023-11-15,Clothes Jackets,2765,205.32,40.45,28.32,L,516,819,Orange
Accessories,Bags,West,Georgia,2023-11-11,Accessories Bags,6349,464.95,120.22,87.8,S,699,1044,White
Clothes,Coats,North,Illinois,2023-05-10,Clothes Coats,3281,191.13,52.26,12.41,S,534,879,Red
Shoes,Heels,East,Georgia,2022-03-21,Shoes Heels,4658,169.54,24.59,29.22,S,534,1000,Blue
Shoes,Basketball Shoes,West,Texas,2022-05-08,Shoes Basketball Shoes,8025,458.81,101.85,57.08,XL,507,894,Orange
Accessories,Gloves,South,Michigan,2022-07-27,Accessories Gloves,1652,143.72,37.46,21.76,S,565,1092,Red
Accessories,Headbands,North,Texas,2022-04-07,Accessories Headbands,4050,12.75,1.83,2.52,S,514,968,Yellow
Shoes,Heels,South,North Carolina,2022-06-07,Shoes Heels,6331,152.67,24.5,15.24,M,521,979,Orange
Clothes,Shirts,North,Texas,2023-03-14,Clothes Shirts,8774,440.67,121.83,51.76,M,693,867,Green
Clothes,Pajamas,North,California,2022-01-19,Clothes Pajamas,1776,495.86,116.22,72.3,XL,549,889,White
Clothes,Shorts,South,Florida,2022-03-29,Clothes Shorts,2004,133.76,31.89,10.19,L,650,984,Pink
Shoes,Sandals,North,Illinois,2022-11-24,Shoes Sandals,4639,203.93,24.67,25.6,L,645,1037,White
Accessories,Jewelry,West,Pennsylvania,2022-09-15,Accessories Jewelry,2129,246.62,52.15,12.69,M,574,848,Yellow
Accessories,Ties,East,New York,2022-05-10,Accessories Ties,2885,459.43,114.52,63.44,M,626,1099,Orange
Shoes,Basketball Shoes,West,Florida,2022-09-20,Shoes Basketball Shoes,4939,482.05,71.34,54.38,XL,538,892,Purple
Accessories,Watches,East,Illinois,2022-11-23,Accessories Watches,3305,144.84,42.93,15.35,S,593,845,Purple
Accessories,Watches,West,New York,2022-04-14,Accessories Watches,4609,264.16,27.95,38.26,M,639,954,White
Clothes,Trousers,East,Pennsylvania,2022-09-11,Clothes Trousers,9775,281.39,41.61,32.81,S,641,866,Purple
Accessories,Umbrellas,North,Michigan,2022-08-26,Accessories Umbrellas,6943,477.87,97.7,83.08,XL,648,862,Pink
Accessories,Gloves,North,New York,2023-11-28,Accessories Gloves,6223,260.56,72.3,45.35,S,633,1049,Red
Clothes,Coats,West,California,2022-04-02,Clothes Coats,1232,151.45,44.84,12.35,S,641,961,Purple
Clothes,Pajamas,West,North Carolina,2023-08-13,Clothes Pajamas,7071,336.79,99.87,26.91,M,520,966,Gray
Shoes,Sneakers,North,Pennsylvania,2022-01-17,Shoes Sneakers,7699,211.32,50.84,23.33,M,649,1043,Red
Accessories,Headbands,North,Georgia,2022-06-03,Accessories Headbands,4143,310.58,86.78,51.85,M,541,1008,Orange
Accessories,Scarves,West,Georgia,2022-06-10,Accessories Scarves,6080,174.17,47.34,20.72,S,583,948,Gray
Shoes,Sandals,West,Michigan,2023-11-09,Shoes Sandals,9551,236.97,70.59,33.17,XL,662,1082,White
Shoes,Heels,East,California,2022-08-27,Shoes Heels,8880,192.02,43.96,16.66,L,595,974,Blue
Shoes,Cycling Shoes,East,Pennsylvania,2022-11-27,Shoes Cycling Shoes,3550,251.45,55.15,26.74,M,539,894,Yellow
Shoes,Golf Shoes,East,Texas,2023-07-16,Shoes Golf Shoes,4982,395.99,66.38,58.9,L,601,1061,Blue
Shoes,Loafers,North,Ohio,2022-06-10,Shoes Loafers,4588,100.33,27.23,6.38,S,606,918,Gray
Accessories,Watches,East,North Carolina,2022-10-25,Accessories Watches,6464,280.67,60.55,16.81,M,692,865,Green
Shoes,Tennis Shoes,East,New York,2022-11-20,Shoes Tennis Shoes,9888,150.5,38.64,20.61,S,510,918,White
Accessories,Hats,South,New York,2023-07-22,Accessories Hats,6104,289.73,60.76,54.97,L,681,900,Green
Accessories,Belts,East,California,2023-04-23,Accessories Belts,1138,373.78,83.64,22.55,XL,656,870,Blue
Clothes,Shirts,South,Illinois,2023-11-23,Clothes Shirts,7704,206.29,24.07,15.08,XL,641,888,Pink
Accessories,Ties,West,North Carolina,2022-12-12,Accessories Ties,5888,93.87,12.68,17.45,L,507,900,Orange
Accessories,Belts,South,Michigan,2023-04-25,Accessories Belts,2951,16.8,4.7,1.7,L,611,954,Blue
Shoes,Boots,North,Illinois,2023-07-01,Shoes Boots,2391,237.07,70.62,29.28,M,503,923,Pink
Clothes,Coats,East,California,2023-03-29,Clothes Coats,7834,253.41,25.64,44.24,S,584,923,White
Accessories,Belts,North,Michigan,2023-10-25,Accessories Belts,9638,286.55,30.09,16.72,L,553,838,Green
Shoes,Tennis Shoes,South,Michigan,2023-05-08,Shoes Tennis Shoes,3503,340.87,83.0,44.39,L,675,835,Black
Accessories,Headbands,West,Georgia,2022-09-02,Accessories Headbands,8156,391.92,94.49,68.81,M,660,1096,Gray
Clothes,Underwear,West,Georgia,2022-04-01,Clothes Underwear,9918,485.37,50.82,79.52,XL,666,921,Gray
Clothes,Jackets,North,Michigan,2023-09-17,Clothes Jackets,5618,288.91,44.97,56.76,XL,625,1065,Gray
Shoes,Heels,South,North Carolina,2023-04-24,Shoes Heels,3441,133.95,27.56,20.58,S,630,945,White
Clothes,Leggings,West,Texas,2022-09-22,Clothes Leggings,3410,384.09,85.53,50.95,XL,540,818,Black
Shoes,Hiking Boots,East,Pennsylvania,2022-07-16,Shoes Hiking Boots,4504,356.83,78.86,61.4,S,683,1097,Black
Accessories,Keychains,East,Illinois,2023-05-23,Accessories Keychains,4526,68.22,10.35,6.02,L,623,903,Yellow
Accessories,Umbrellas,North,Michigan,2022-06-19,Accessories Umbrellas,5793,331.61,62.38,40.31,XL,581,1048,White
Shoes,Loafers,East,Georgia,2022-06-06,Shoes Loafers,7922,189.96,19.62,16.09,XL,671,990,Black
Shoes,Slippers,West,Pennsylvania,2022-05-07,Shoes Slippers,5137,335.33,92.99,39.43,XL,505,1020,Black
Clothes,Skirts,South,Georgia,2022-01-31,Clothes Skirts,1788,15.77,1.76,1.76,XL,553,1019,Orange
Accessories,Headbands,South,New York,2023-09-13,Accessories Headbands,9359,351.5,59.59,58.63,XL,577,1008,Red
